timestamp,tweet
6/2/2020 8:25,"Pride is a global movement of love, self-expression, and community — resilient in the face of oppression and fear and hopeful for a better future. This month, let us recommit to those principles and remain steadfast in the fight for justice and equality.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-on-the-50th-anniversary-of-pride-month-656ffc7aac82 …"
6/2/2020 3:05,"In this moment, the very soul of America is at stake. We must commit, as a nation, to pursue justice with every ounce of our being. We have to finally make real the American promise: That all men and women are not only equal at creation, but throughout their lives."
5/31/2020 5:00,Trump’s Tantrum Diplomacy is eroding U.S. credibility on the international stage. Withdrawing from @ WHO during a global pandemic is a recipe for disaster and increases the cost of the American response. We must instead rally the world to confront COVID-19.https://twitter.com/CNN/status/1266453472054034433 …
5/30/2020 6:00,This is no time for incendiary tweets. This is no time to encourage violence. This is a national crisis — and we need real leadership right now.
5/29/2020 1:35,"Thirty years ago, I proudly cosponsored the landmark Americans with Disabilities Act. It was an enormous step forward, but there's more work to do. So today, I’m releasing my plan to achieve full participation and equality for people with disabilities:https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-on-his-plans-for-full-participation-and-equality-for-people-6f25bbfbe8ab …"
5/27/2020 5:40,"Donald Trump's wealthy donors got tens of millions of dollars in relief, while countless small businesses were turned away. It's no wonder he didn't want any oversight. We need a government that works for all — not just the super-wealthy."
5/25/2020 3:45,Climate change poses an existential threat to our future — and time is running out to address it. We have to get Donald Trump out of the White House and tackle the challenge head-on.
5/25/2020 2:00,"Hunger today isn’t about scarcity — it’s about a massive failure in leadership. If I were President, I’d immediately work with @ chefjoseandres to empower our restaurants to be part of the solution as families go hungry during the COVID-19 crisis.https://joebiden.com/joe-biden-urges-donald-trump-to-address-hunger-crisis/ …"
5/24/2020 0:10,"The hard truth is Donald Trump ignored the warnings of health experts and intelligence agencies, downplayed the threat COVID-19 posed, and failed to take the action needed to combat the outbreak. It’s one of the greatest failures of presidential leadership in our history."
5/23/2020 19:45,"We're in the midst of the worst economic crisis in our lifetime, and Senate Republicans continue to delay relief for the American people saying, 'I don’t see the need right now.' Unbelievable. We've got to take back the Senate this November.https://www.vox.com/2020/5/22/21264851/stimulus-package-coronavirus-senate-memorial-day-recess …"
5/23/2020 7:00,Adi is an incredible young advocate for the transgender community. He also graduated high school today. We wanted to say congrats...with a couple friends!pic.twitter.com/1bDml2YI8Q
5/23/2020 4:12,No worker’s life is worth getting a cheaper hamburger. Period.pic.twitter.com/hMkO4ILgmx
5/23/2020 2:58,Think of how many small businesses could have been helped with the $47 million that went to private jet companies owned by wealthy Trump donors. It’s ridiculous. We need a president who puts hardworking Americans ahead of the wealthy and well-connected.https://www.propublica.org/article/another-private-jet-company-owned-by-a-trump-donor-got-a-bailout-this-one-for-20-million …
5/22/2020 21:30,"In the middle of this crisis, President Trump is trying to cut food assistance. It’s morally bankrupt. We should do everything in our power to ensure no one goes hungry in America."
5/22/2020 0:55,Donald Trump’s inaction cost lives.https://www.nytimes.com/2020/05/20/us/coronavirus-distancing-deaths.html …
5/22/2020 0:03,"While we hope to soon return to some sense of normalcy in our lives, we cannot allow ourselves to return to the everyday gun violence that has plagued our past. We need to pass common-sense reforms and end our gun violence epidemic.https://twitter.com/washingtonpost/status/1263333126971035650 …"
5/21/2020 22:10,I promise you this: A Biden Administration will listen to scientists and heed their advice — not silence them.https://www.cnn.com/2020/05/20/politics/coronavirus-travel-alert-cdc-white-house-tensions-invs/index.html …
5/21/2020 6:15,We don't have a food shortage problem — we have a leadership problem.pic.twitter.com/eFpJ8PGHGM
5/21/2020 5:35,"Donald Trump is using a global health crisis as an excuse to deport children and continue separating families. It's heartless and un-American. People across the political spectrum rejected these policies before, and will do so again, because they know families belong together.https://twitter.com/itscaitlinhd/status/1263081723811823616 …"
5/20/2020 5:38,"That's exactly why @ EWarren and I have called for more oversight. We need more conditions on corporations to ensure relief goes to their workers, not their CEOs. No $500 billion slush fund. No blank checks. The Trump Administration is prioritizing big corporations over workers."
5/20/2020 5:38,"During today’s Senate Banking Committee hearing, Secretary @ StevenMnuchin1 refused to require corporations benefiting from $500 billion in CARES Act funds to keep workers on their payrolls. @ EWarren asked him several times, each time he ducked and refused."
5/20/2020 1:30,Donald Trump is the worst possible person to lead us through this crisis.https://www.washingtonpost.com/opinions/trumps-leadership-vacuum-makes-a-feeble-economy-and-resurgent-virus-more-likely/2020/05/17/b53a62c4-96cf-11ea-9f5e-56d8239bf9ad_story.html …
5/19/2020 23:00,We need a president who believes in science.
5/19/2020 6:30,Donald Trump is not responsible for the coronavirus. But he does bear full responsibility for failing to protect our nation from the worst public health and economic crisis in our lifetime.
5/18/2020 23:54,"Companies getting relief from taxpayers have an obligation to protect workers' paychecks, and the Trump Administration has an obligation to hold their feet to the fire to ensure they do. We need real relief paired with real oversight—not no-strings-attached corporate bailouts.https://twitter.com/MachinistsUnion/status/1257822271315509248 …"
5/18/2020 5:30,"A year ago today, the House passed the # EqualityAct, a long-overdue bill that would ensure LGBTQ+ people are treated with dignity and respect under the law. But @ SenateMajLdr won't bring it up for a vote. It's unacceptable. Passing it will be a top legislative priority of mine."
5/17/2020 19:37,"Today, on the International Day Against Homophobia, Transphobia and Biphobia, I stand with LGBTQ+ people and their allies to celebrate and champion the inherent dignity and worth of all persons—regardless of sexual orientation or gender identity. # IDAHOTBhttps://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-in-honor-of-the-international-day-against-homophobia-7a88aab874d7 …"
5/16/2020 20:00,Science over fiction.
5/16/2020 4:53,I want Donald Trump to look the American people in the eye and explain why their hard-earned dollars are bailing out his wealthy donors.https://twitter.com/kylegriffin1/status/1260993351983067136 …
5/16/2020 2:58,"Unions like @ GoIUPAT are supporting their workers and communities during this pandemic. To build a stronger, more inclusive, and more resilient middle class after this crisis, we must encourage unionization. That starts with enacting the PRO Act.https://qns.com/story/2020/05/14/union-donates-covid-19-emergency-relief-to-western-queens-students/ …"
5/15/2020 21:25,We have the power to create the future we want. A future where: - We end our gun violence epidemic - We lead the world in combating climate change - Everyone has access to the health care they need - Our government works for all — not just the wealthy and well-connected
5/15/2020 0:52,Small businesses are the backbone of this country. We have to do so much more to support them through this crisis. Here's what I would do if I were president:https://joebiden.com/smallbusinesses/ …
5/14/2020 7:30,"“60 days into the coronavirus crisis, the White House does not have a plan, a framework, a philosophy, or a goal.” Real presidents lead. Reality TV presidents don’t.https://www.vox.com/2020/5/13/21255221/trump-coronavirus-plan-covid-reopening-lockdown-liberate …"
5/13/2020 1:47,"This is a bunch of malarkey and you know it, @ senatemajldr. We left a 69-page playbook on how to fight pandemics. You can read it here if you’d like: https://joe.link/3fI8BU7 And make sure to pass along your notes to President Trump. He could use them.https://twitter.com/DJJudd/status/1259999110188412928 …"
5/12/2020 16:00,"Let me be clear: My Administration will review every single stimulus loan given to big companies and political insiders. We will find any dollar taken corruptly, we will come get it, and we will punish the wrongdoers.pic.twitter.com/UVQILUeTVN"
5/11/2020 22:52,"Donald Trump hopes to split us into dueling camps, casting Democrats as doomsayers hoping to keep America grounded and Republicans as freedom fighters trying to liberate the economy. It’s a childish tactic—and a false choice none of us should fall for.https://www.washingtonpost.com/opinions/2020/05/11/joe-biden-coronavirus-op-ed/ …"
5/11/2020 6:30,"We cannot be silent in the face of rising violence against transgender people of color—like the recent tragedies in Missouri and Puerto Rico. It's our moral obligation to end this epidemic, and ensure everyone can live open and proud and free from fear. https://time.com/5827425/trans-killings-puerto-rico/ …"
5/11/2020 4:15,Don't let anyone tell you differently: We have the power to write the future we want for our country.
5/11/2020 2:00,Tax cuts for the super-wealthy. Bailouts for large corporations. Working Americans left behind. That’s Donald Trump’s record.pic.twitter.com/5ThHy2Gqdx
5/9/2020 5:25,"Make no mistake: COVID-19 has caused a massive economic challenge. But this crisis hit us harder, and will last longer, because Donald Trump spent the last three years undermining the core pillars of our economic strength.pic.twitter.com/4nkrpNDXgs"
5/8/2020 4:11,"Every step of the way, President Trump has ignored the experts, downplayed the threat COVID-19 posed, and misled the American people — and we’re all paying the price every single day. I promise you, I will do the opposite.https://twitter.com/AP/status/1258355939280814080 …"
5/6/2020 5:50,The Biden Administration will not silence scientists.https://twitter.com/axios/status/1257690943337218050 …
5/5/2020 1:44,"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press. Cry me a river, Mr. President.pic.twitter.com/MbSZJ0UMel"
5/4/2020 4:10,"The hard truth is that it didn’t have to be this bad. The lack of preparation, the slow response on testing, the failure to administer the relief in the CARES Act appropriately — all of it stems from Donald Trump’s failures as president.https://www.usatoday.com/in-depth/news/nation/2020/04/21/coronavirus-updates-how-covid-19-unfolded-u-s-timeline/2990956001/ …"
5/4/2020 1:35,"Donald Trump seems to think he can direct funding based on which politicians are nice to him, which states he’s trying to win in November, and which businesses he wants to enrich — all without any accountability. @ EWarren and I think that’s unacceptable.https://www.kansascity.com/opinion/article242350451.html …"
5/3/2020 0:59,"We left a playbook. He ignored it. We created an office to prepare for pandemics. He gutted it. We had CDC officials in China to detect and contain outbreaks. He pulled them out. Trump can try and shift blame all he wants, but the fact is his actions left us unprepared.https://twitter.com/voxdotcom/status/1255950102335717379 …"
5/1/2020 4:03,"Instead of preparing our country to fight COVID-19, Donald Trump wasted months and promised it would miraculously go away by April. He was wrong. And we're all paying the price.pic.twitter.com/R0tDbI1WZr"
5/1/2020 0:47,"Donald Trump either read his daily briefings and ignored the warnings, or didn't read them at all. Either way, it's a complete and unjustifiable dereliction of duty.https://twitter.com/PhilipRucker/status/1254889812219265026 …"
4/30/2020 19:44,"The climate emergency isn't just a threat to our environment, it's a threat to our health, economy, and so much more. We have to get Donald Trump out of the White House and take action to combat it before it's too late.https://twitter.com/CNN/status/1255504553199443979 …"
4/30/2020 5:29,"The words of a president matter — and Donald Trump has used his to downplay COVID-19, pass blame onto others, and mislead the American people. I will do the opposite.pic.twitter.com/6ZViv3tdW7"
4/29/2020 19:15,"I couldn't agree with @ HillaryClinton more. We need a president who will listen to the science, bring us together, and lead with compassion and heart. If I have the honor of being elected, that's the exact kind of president I will be.pic.twitter.com/g7z1C8SH7e"
4/27/2020 20:12,"We want our country to get moving and healthy again. But we must take the necessary, rational steps, grounded in science, to do so safely, so COVID-19 doesn’t come roaring back.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-and-the-biden-for-president-public-health-advisory-committee-6407f37c93da …"
4/27/2020 5:30,America has always met every big challenge with an even bigger solution — this moment should be no different. We need an infrastructure program that will combat climate change and create good-paying jobs at the same time.
4/27/2020 4:00,"Wealthy firms with ties to Trump got millions, while countless small businesses were turned away. No wonder he wanted no one to watch how the money was deployed. The American people deserve rigorous oversight — and small businesses deserve relief. Now.https://www.nbcnews.com/business/economy/firms-trump-links-or-worth-100-million-got-small-business-n1190741?cid=eml_nbn_20200424 …"
4/26/2020 23:12,"Imagine the future we can build with Donald Trump out of the White House. A future where: - Health care is a right - We combat climate change - We end our gun violence epidemic - Our government works for all — not just the powerful Let’s build that future, together."
4/24/2020 23:55,"I can’t believe I have to say this, but please don’t drink bleach."
4/24/2020 4:31,Donald Trump will always put his wealthy and well-connected friends first — that should come as no surprise. But to allow the banks to do it on the backs of small business owners in the middle of a global pandemic is a new low — even for him.https://www.nytimes.com/2020/04/22/business/sba-loans-ppp-coronavirus.html …
4/23/2020 7:42,"Unlike our current president, I will always choose science over fiction.https://twitter.com/axios/status/1252764053375602688 …"
4/23/2020 6:45,"Make no mistake: The climate crisis poses an existential threat to our future. But I know the American people have the spirit, power, and ingenuity to meet the challenge head-on. There’s nothing we’ve been unable to accomplish when we do it together."
4/23/2020 4:30,We have the power to change the future of our planet — and it starts at the ballot box this November.pic.twitter.com/9COHq8TRZ8
4/23/2020 4:00,"This # EarthDay, let’s recommit to doing everything in our power to combat climate change. That starts with voting Donald Trump out of the White House this November."
4/23/2020 2:40,"Fifty years ago, # EarthDay began as a day of organizing that demonstrated the power of community action. This year, it’s also a reminder of everything that’s on the line if we do not get Donald Trump out of the White House.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-on-earth-day-d281c27f6d8 …"
4/23/2020 1:11,"The climate emergency requires our urgent action. As president, I will: - Ensure we achieve a 100% clean energy economy and net-zero emissions by 2050 - Rejoin the # ParisAgreement and rally the world to go further - Make the largest-ever investment in clean energy"
4/22/2020 22:32,"Throughout my career, I've been committed to the fight against climate change. And on day one as president, I'll get to work taking the drastic action we need to address this crisis. # EarthDaypic.twitter.com/CTbTiwxI4Y"
4/22/2020 19:50,"On # EarthDay, we're reminded that there is no more urgent crisis facing this nation, or the world, than the threat posed by climate change. We have to take drastic action before it’s too late — and that’s exactly what I will do as president. http://JoeBiden.com/Climate pic.twitter.com/4KwlWtOibd"
4/22/2020 18:50,"Folks, we just launched a special # EarthDay episode of Here's the Deal! Governor @ JayInslee joins me for a discussion on COVID-19, climate change, and why he's supporting our campaign. Listen to the full episode now: http://JoeBiden.com/Heres-The-Deal pic.twitter.com/DRJyrZ5njV"
4/22/2020 5:25,"The Paycheck Protection Program was intended to send help to the small businesses that needed it most, but President Trump adopted an approach to help his high-priced friends. We've got to do better. Here's what I would do if I were president:https://medium.com/@JoeBiden/joe-biden-calls-on-trump-administration-to-ensure-that-relief-funds-get-to-deserving-small-60dce843e474 …"
4/21/2020 8:34,"I am honored to have the endorsement of the League of Conservation Voters, a leading environmental advocacy organization. Climate change is an existential threat, and there is no greater challenge and opportunity facing our country and our world.https://twitter.com/LCVoters/status/1252201993998946305 …"
4/21/2020 4:38,"Tune in now as @ fred_guttenberg hosts a town hall on gun violence with # StudentsForBiden, 21 years after the Columbine High School massacre:https://www.pscp.tv/w/cWzRbDFvUEVMQkJiT2xyS2R8MWxQS3FWb0VqWlBHYrClx8xox21iB99li1uiqmubyBDHIVxmptPZAzL5lsfA …"
4/21/2020 3:48,"No kid should fear for their life at school & no parent should worry whether their kid will come home safe. Today, 21 years after the Columbine shooting, @ fred_guttenberg will host a town hall with students on how we can end this epidemic. Tune in at 7 PM: http://JoeBiden.com/Live pic.twitter.com/BDwrDawWnJ"
4/19/2020 22:20,"No President can promise to prevent future outbreaks. But I can promise you that when I'm President, we will prepare better, respond better, and recover better. We'll listen to the experts and heed their advice. And I will always tell you the truth."
4/19/2020 20:31,"At a time when studies are linking air pollution with COVID-19 mortality rates for the most vulnerable in our society, the Trump Administration is rolling back environmental protections — allowing more poison into our air.https://www.nytimes.com/2020/04/16/climate/epa-mercury-coal.html …"
4/19/2020 0:14,Donald Trump left our country unprepared and unprotected for the worst public health and economic crisis in our lifetime — and now we're paying the price.pic.twitter.com/aCxcqQqUqw
4/18/2020 3:50,"Donald Trump is not responsible for COVID-19, but he is responsible for our slow, uncoordinated response. Experts say that if we had acted two weeks earlier, more lives could have been saved. Trump failed to take swift action—and we're paying the price.https://www.nytimes.com/2020/04/14/opinion/covid-social-distancing.html …"
4/18/2020 0:32,President Trump is trying to rewrite history when it comes to China and COVID-19 — but the facts don't back him up. Tony Blinken was the Deputy Secretary of State and is one of my top foreign policy advisors. He'll explain.pic.twitter.com/si3vDHnF2r
4/17/2020 23:32,"The uncomfortable truth is that Donald Trump left America exposed and vulnerable to this pandemic. He ignored the warnings of health experts and intelligence agencies and put his trust in China's leaders instead. Now, we're all paying the price. Let me explain how we got here:pic.twitter.com/esvCaGki9V"
4/16/2020 4:10,"Managing an economic relief and recovery effort is hard, painstaking work. The devil is in the details. It’s all about follow-through. I've done the work before, and I'll be ready to do it on day one as president.https://www.theatlantic.com/politics/archive/2020/04/joe-biden-oversaw-recovery-during-last-recession/609646/ …"
4/15/2020 20:40,The President’s vanity is preventing people from paying their bills.https://twitter.com/gregpmiller/status/1250229681263128576 …
4/14/2020 4:58,It shouldn't take a global pandemic shutting down schools to end school shootings.https://twitter.com/RobertKlemko/status/1249716012599083010 …
4/14/2020 3:35,"For months, the Trump Administration was repeatedly warned about the threat COVID-19 posed to our nation. They ignored the experts, failed to take action, and now Americans are paying the price.https://www.axios.com/trump-coronavirus-warnings-46ea8006-2e19-4810-82c1-0f10f4f9aa97.html …"
4/12/2020 23:25,"As we prepare to reopen America, we have to remember what this crisis has taught us: The administration’s failure to plan, to prepare, to honestly assess and communicate the threat to the nation led to catastrophic results. We cannot repeat those mistakes.https://www.nytimes.com/2020/04/12/opinion/joe-biden-coronavirus-reopen-america.html …"
4/9/2020 21:00,Eleven-year-old Isaac Johnston asked me what else kids should be doing in addition to washing their hands and staying home. My advice was simple: - Stay a safe distance from friends - Sneeze into your elbow - And eat your vegetablespic.twitter.com/ksPS4Xb7Wm
4/9/2020 2:20,"The coronavirus is not Donald Trump's fault, but the slow and chaotic response to it is. He's the commander in chief — it's time he steps up, takes responsibility, and does his job.pic.twitter.com/UFM5lPyzU3"
4/8/2020 4:08,"On # WorldHealthDay, we thank the tireless health care workers fighting COVID-19, and we see clearly why protecting the health of Americans requires U.S. global leadership—to coordinate an international response, strengthen health systems everywhere, and prevent the next pandemic."
4/7/2020 4:25,"For months, I called on President Trump to step up and take the action necessary to combat COVID-19. But week after week, he downplayed the threat it posed, misled the American people, and failed to act. Take a look:https://www.washingtonpost.com/opinions/2020/04/06/trump-versus-biden-coronavirus-timeline-is-utterly-damning/ …"
4/5/2020 1:17,"Donald Trump is not responsible for the coronavirus, but he is responsible for failing to prepare our nation to respond to it."
4/4/2020 21:40,"In January, while Donald Trump was downplaying COVID-19, I wrote an op-ed calling for immediate action to combat the growing threat. In it, I also said Trump was the worst possible leader to deal with a public health crisis. I stand by that statement.https://www.usatoday.com/story/opinion/2020/01/27/coronavirus-donald-trump-made-us-less-prepared-joe-biden-column/4581710002/ …"
4/4/2020 4:32,This is a headline every American should see: “Trump administration ended pandemic early-warning program to detect coronaviruses” Donald Trump’s shortsighted actions left our nation ill-prepared to deal with this outbreak.https://twitter.com/Emily_Baum/status/1245875443309228032 …
4/4/2020 2:29,The CARES Act provides money to help working people—how do we make sure it gets to them as quickly as possible? There’s money for major corporations—how do we make sure that there is rigorous oversight to ensure it is used to help workers and not enrich top executives?
4/4/2020 2:29,"I’ve done this work before. It’s hard, painstaking work. I was in charge of administering the $800 billion Recovery Act — so I understand that the devil is in the details. It’s about follow-through."
4/4/2020 2:29,"I’ve put together a checklist for making the economic relief and recovery effort work for families, workers, and small businesses. I encourage President Trump to adopt any and all of the ideas.https://joebiden.com/the-biden-make-it-work-checklist/ …"
4/3/2020 6:00,The evidence is clear: Donald Trump ignored the warnings. He failed to act. And now Americans are paying the price.https://www.thedailybeast.com/army-warned-in-early-february-that-coronavirus-could-kill-150000-americans …
4/3/2020 2:55,"In order for our government to work for all Americans, it's important it be representative of all Americans. With openly LGBTQ individuals only making up .17% of elected officials, we have work to do. This National # OutToWin Day, I'm asking: Will you run?https://victoryinstitute.org/outtowin/"
4/3/2020 1:41,I'm about to roll out my plan to make the economic recovery work. Tune in now:https://www.pscp.tv/w/cVTtCzFvUEVMQkJiT2xyS2R8MUx5R0JOQkJwanpHTvtgmJJB1YncBErRF6xfhlH83HCzNyN_rPM-a1hk5b2O …
