timestamp,tweet
3/16/2020 1:29,"Second: Few people in the country understand how bankruptcy hurts working families more than Elizabeth Warren. Today, I am fully endorsing and adopting her bankruptcy plan, which she called 'Fixing Our Bankruptcy System to Give People a Second Chance.'"
3/16/2020 0:05,"No President can promise to prevent future outbreaks. But I can promise you that when I'm President, we will prepare better, respond better, and recover better.https://www.cnn.com/2020/03/15/opinions/joe-biden-opinion-virus-lays-bare-shortcomings-of-trump-administration/index.html …"
3/13/2020 2:48,"No president can promise to prevent future outbreaks, but I can promise you this: When I'm president, we will be better prepared, respond better, and recover better. We'll lead with science and listen to the experts. And I will always, always tell you the truth."
3/12/2020 20:30,"At this moment — when there is so much fear in the country and all across the world — we need American leadership. We need presidential leadership. Today at 1:00 PM EST, I’ll be addressing the nation on how we should be moving forward to confront the # CoronavirusPandemic."
3/12/2020 5:38,"Donald Trump's 'Remain in Mexico' policy is dangerous, inhumane, and goes against everything we stand for as a nation of immigrants. My administration will end it.https://twitter.com/nytimes/status/1237818102898974721 …"
3/12/2020 3:50,I wish Donald Trump would just be quiet and let the experts do the talking when it comes to the coronavirus.pic.twitter.com/x47PGPls2Y
3/12/2020 1:00,"Today is a historic day for the # MeToo movement & for survivors of sexual violence. The bravery of those who stopped Weinstein cannot be overstated, & the burden of speaking out cannot be on survivors alone. We have to change our culture & our system to end sexual assault.https://twitter.com/NPR/status/1237757441607110656 …"
3/11/2020 21:00,"Once we get Donald Trump out of the White House, we have an enormous opportunity to build the future this nation deserves. A future where every American has access to affordable health care, where we end our gun violence epidemic, and where we tackle the climate crisis head-on."
3/11/2020 19:26,Donald Trump is incapable of effectively handling the coronavirus crisis.pic.twitter.com/dKLazVkJgw
3/10/2020 23:24,We need a president who will stand up to the @ NRA — not stand with them against gun safety reform.pic.twitter.com/ORwxGiSJHY
3/10/2020 21:42,"I give you my word as a Biden: If I am elected president, I will do everything in my power to protect our children from gun violence.pic.twitter.com/MQjnz97S0m"
3/10/2020 19:15,A wall won’t stop a virus. Racism won’t stop a virus. Do your job.https://twitter.com/realDonaldTrump/status/1237334397172490240 …
3/9/2020 4:46,In Mississippi — and around the nation — the daily scourge of gun violence is tearing our communities apart. Enough is enough. We can’t go on like this. We have to take on the @ NRA and end our gun violence epidemic.https://www.hattiesburgamerican.com/story/news/local/2020/03/05/gun-rate-death-highest-mississippi-2018-cdc-figures/4933239002/ …
3/9/2020 0:25,"On this # InternationalWomensDay, it’s a hard truth that, in 2020, we have not yet reached gender equality in our society. I promise that, as president, I will use every tool available to me and take every opportunity to change that.https://medium.com/@JoeBiden/statement-from-vice-president-joe-biden-on-international-womens-day-926e1db81c45 …"
3/8/2020 1:31,"I support # AB5 in California, which will give workers the dignity they deserve in the workplace. I agree with @ transportworker that we can't let corporations undermine basic rights by adding these exemptions to ground-breaking legislation.https://www.sfchronicle.com/business/article/Uber-Lyft-DoorDash-campaign-for-ballot-15090479.php# …"
3/7/2020 3:05,"Climate change is the existential crisis of our time. On day one, I'll rejoin the Paris Agreement — and then rally the world to push our progress further."
3/6/2020 6:31,"For all the hard-won progress we've made in the fight for LGBTQ+ equality, we're not done — not nearly. That's why I just released my plan to advance LGBTQ+ equality in America and around the world: https://JoeBiden.com/LGBTQ pic.twitter.com/8GJxnx5h8f"
3/5/2020 4:31,"America was built on the simple idea that we're all created equal—but we've never lived up to it. We've had to fight for it. And we've got to recognize the women who have kept the fires of justice and equality blazing, lighting the way forward for us all. # WomensHistoryMonth"
3/3/2020 5:08,Bernie Sanders has gone after nearly every corporation in the world — except the gun manufacturers. It's unacceptable. We need a president with the courage to take them on and ensure they can be held accountable for the carnage they have caused.pic.twitter.com/nebCfE05gW
3/2/2020 1:52,Only Donald Trump could make the coronavirus about him. This president is dangerous.https://twitter.com/politico/status/1233571350121504769 …
3/1/2020 8:36,"From climate change to racial justice — @ TomSteyer has dedicated his life to making progress on some of the most pressing issues of our time. His presence will continue to be felt in the race, and I look forward to working alongside him to get Donald Trump out of the White House."
2/29/2020 6:31,"For too many people across the country, normal has become a living nightmare. We can’t go on like this any longer. We have to end our gun violence epidemic.pic.twitter.com/kyZlysST0a"
2/29/2020 3:25,Monica's story is the story of far too many in our country — and a solemn reminder of the cost of our inaction. No parent should lose their child to an act of gun violence. We have to end this epidemic.pic.twitter.com/MBQ5iPQoHE
2/29/2020 2:32,"America was founded on the promise of equality, liberty, and justice for all. We’ve never fully lived up to that promise — but we’ve never stopped trying. We can’t rest until we reach our highest ideals and justice truly rings out for all."
2/28/2020 4:02,"I have a message for the @ NRA and gun manufacturers: If I am elected president, I am going to take you on and I will defeat you.pic.twitter.com/flrQQme05e"
2/27/2020 8:17,"If I were president today, I would not be taking China's word when it comes to the coronavirus. American scientists and health experts should be allowed in the country to determine how the virus started and to help contain its spread.pic.twitter.com/uSgkV7WUG8"
2/27/2020 7:43,I taught constitutional law for a long time and here's the deal: No amendment is absolute. There are limits. Common-sense reforms like background checks and a ban on assault weapons are not a violation of the Second Amendment. Period.
2/27/2020 7:29,I’m heartbroken at the news of yet another mass shooting in America — and I’m keeping the victims and their loved ones in my prayers. We can’t go on like this any longer as a nation. It’s time we come together and pass common-sense reforms to end this epidemic.https://twitter.com/AP/status/1232831088407515139 …
2/27/2020 5:10,"In 1994, I took on the @ NRA to pass a 10-year ban on assault weapons and high-capacity magazines. The ban saved lives — and Republicans should have never let it expire. As president, I’ll ban them once again. We will get these weapons of war out of our communities.pic.twitter.com/4ciJQTNxvR"
2/27/2020 4:04,"I’m a union guy and always have been. I stand with @ UFCW — and as president, I’ll invest in American workers. We need to protect good American jobs and make sure our economy works for all Americans.https://twitter.com/UFCW/status/1232736163062059008 …"
2/27/2020 3:01,The evidence is clear: we can’t wait to take action on climate change. We have to get Donald Trump out of the White House and tackle this crisis head-on. The survival of our planet depends on it.https://twitter.com/CNN/status/1231994689051660288 …
2/26/2020 9:28,Being a progressive means actually making progress. I’m the only one in this race who has beaten the NRA nationally and passed real gun safety reform — and I’ll do it again as president. # DemDebatepic.twitter.com/i5Lq1isGG5
2/26/2020 7:15,Gun manufacturers — if I’m elected I’m coming for you. # DemDebate
2/26/2020 7:04,Tom Steyer invested $90 million in the nation's largest private prison company — a company that allegedly hog-tied and beat kids in South Carolina. It's despicable. President Obama and I worked to phase out private prisons — I will fight to get rid of them as president.pic.twitter.com/6KOxewPF2B
2/26/2020 6:42,Five. That’s how many times Senator Sanders voted AGAINST the Brady background check bill that has kept 3 million firearms out of dangerous hands. We need a president who will stand up to the @ NRA — not one who stands with them against lifesaving gun safety measures. # DemDebate
2/26/2020 5:52,Ban assault weapons. Enact universal background checks. Hold gun manufacturers accountable. End our gun violence epidemic.
2/26/2020 4:42,"In 2005, I voted to allow Americans to hold gun manufacturers accountable for the death and terror they've caused in our country. Bernie Sanders voted to let them off the hook.pic.twitter.com/nVMAn5xpbx"
2/25/2020 7:15,"This election is about more than just beating Donald Trump. It’s about: - Replacing Betsy DeVos with an actual educator - Having an Attorney General who defends the Constitution, not the president - Ensuring our EPA Administrator believes climate change is an existential threat"
2/25/2020 2:31,"I promise you that if I am elected president, we will hold gun manufacturers accountable for the carnage they have caused.pic.twitter.com/b1HLGdFyeF"
2/22/2020 22:28,"For too many people across the country, the daily scourge of gun violence has turned normal into a living nightmare. It has to end. I’ve taken on the @ NRA and won — twice. And I’ll do it again as president to end our gun violence epidemic.pic.twitter.com/wznJj1HfLD"
2/22/2020 6:31,Donald Trump and Stephen Miller have raised the standard of cruelty with their inhumane immigration policies. We have to get them out of the White House and ensure our laws reflect our values as a nation of immigrants.
2/21/2020 7:46,I’ve sat there and looked in the eyes of parents who lost their kids to gun violence. They want to be able to sue these gun manufacturers. We should let them.pic.twitter.com/thL9G6IPvy
2/21/2020 6:28,"Alex, a law enforcement officer and former Marine from Reno, supports common-sense gun safety reform — just like the majority of America. Here’s why he’s supporting our campaign:pic.twitter.com/BAM6qFjHzs"
2/21/2020 3:57,"We have to take on the @ NRA and pass real reform to end our gun violence epidemic. That starts with universal background checks, a ban on assault weapons, and holding gun manufacturers accountable. I've beaten the gun lobby twice — and I'll do it again as president."
2/21/2020 3:57,"We fall into the same pattern every time: a senseless act of violence occurs, politicians offer “thoughts and prayers,” and calls for reform fade away until the next tragedy inevitably occurs. I’m sick and tired of saying “enough is enough.” We can’t go on like this any longer."
2/21/2020 3:57,Last night’s debate took place blocks away from the site of the deadliest mass shooting in American history — where a lone gunman took 58 precious lives and injured hundreds of others. Yet there were zero questions about how we end our gun violence epidemic. It was unacceptable.
2/20/2020 22:38,We are in a climate emergency — and every day that Donald Trump remains in the White House further threatens the future of our planet.https://twitter.com/BuzzFeedNews/status/1228820030160297992 …
2/20/2020 20:07,It's time to hold gun manufacturers accountable.pic.twitter.com/2qxmd55x9C
2/20/2020 11:08,"Action can’t wait when it comes to gun safety reform, health care, and immigration. We need a leader with the proven ability to unite the country and get big things done.pic.twitter.com/j2tm7WXw42"
2/20/2020 8:37,I visited the Techren solar facility. Let me tell you: Nevada gets it. Solar facilities like this one are powering our transition to clean energy and creating jobs in the process. We've got to transition to a clean energy economy. # DemDebatepic.twitter.com/Go3jYCqz1f
2/20/2020 3:35,I've taken on the @ NRA and beaten them — twice. And I'll do it again as president because everyone should need to pass a background check to buy a gun.pic.twitter.com/Ti2iuhC1Hx
2/19/2020 6:50,Let's be clear: Weapons of war have no place in our communities. That's why I took on the @ NRA and passed a 10-year ban on assault weapons and high-capacity magazines — and I'll do it again as president.pic.twitter.com/hMQvuuXtNv
2/19/2020 0:28,"President Obama asked me to oversee the Recovery Act, which saved our economy from a depression. I secured the 3 Republicans we needed to vote for it—and ran the program with almost no waste. We didn’t inherit a growing economy—we worked for it. That's what I'll do as President.pic.twitter.com/U8eDUZKywk"
2/17/2020 20:29,We need a president who puts protecting our children ahead of the @ NRA.pic.twitter.com/8i7LQrISzw
2/16/2020 23:31,Newtown Parkland Las Vegas Enough is enough. We have to take on the @ NRA and end our gun violence epidemic.pic.twitter.com/2f9h6AMSeZ
2/16/2020 5:55,"Donald Trump’s inhumane, fear-based immigration policies are a stain on our nation. We have to get him out of the White House and ensure our laws reflect our values as a nation of immigrants."
2/15/2020 23:45,No one needs an AR-15. Period. We have to get these weapons of war out of our communities.
2/15/2020 4:20,"Two years ago, 17 innocent people were gunned down and 17 more injured by a shooter with an AR-15 style weapon at a high school in Parkland, FL. As we honor the memory of those we lost, we must recommit to taking action to end our gun violence epidemic.https://medium.com/@JoeBiden/statement-from-vice-president-joe-biden-two-years-after-the-mass-shooting-at-marjory-stoneman-3501ab84221e …"
2/15/2020 2:55,"In the face of unspeakable tragedy, the students and parents of Marjory Stoneman Douglas High School have turned grief into purpose. Their courage and resolve inspires me every day — and I know that with their leadership, we will end our gun violence epidemic.pic.twitter.com/U0xLWBh2ag"
2/14/2020 6:35,"America is full of possibilities. With Donald Trump out of the White House, we can: - Solve the climate crisis - Rebuild the middle class - Make health care a right - Ensure our government works for all — not just the powerful"
2/14/2020 4:30,Antarctica is facing extreme ice loss. Sea levels and temperatures are rising around the world. Yet Donald Trump continues to deny the evidence in front of his own eyes. We need to take action to solve the climate crisis—and that starts with getting Trump out of the White House.https://twitter.com/CNN/status/1227788961273253888 …
2/13/2020 4:30,I stand with the working men and women of @ Culinary226 because supporting labor means supporting our unions.https://twitter.com/culinary226/status/1227710991032635393?s=21 …
2/11/2020 8:11,"Donald Trump is proposing cuts to Medicaid, Obamacare, and food assistance — while protecting giant tax giveaways to corporations and the super-wealthy. He has once again proved how morally unfit he is to lead our country.https://twitter.com/CNNPolitics/status/1226967071524884481 …"
2/11/2020 0:50,We need a president with the courage to stand up to the @ NRA and pass common-sense gun safety measures — not one with a long record of siding with the gun lobby.https://www.nytimes.com/2020/02/07/us/politics/biden-sanders-gun-control.html …
2/10/2020 1:08,We are in a climate emergency. We have to get Donald Trump out of the White House and treat climate change like the existential threat that it is — before it's too late.https://twitter.com/washingtonpost/status/1225822044127928321 …
2/8/2020 8:00,Five. That’s how many times Senator Sanders voted against the Brady background check bill that has kept 3 million firearms out of dangerous hands. I helped pass it. We need a president who'll stand up to the @ NRA — not stand with them against lifesaving gun safety measures.
2/8/2020 6:58,"I led the Obama-Biden Administration’s efforts to pass and implement the Recovery Act, which saved the American economy from another depression and sent South Bend, IN, over $75 million to invest in projects around the town. Projects that Mayor Pete likes to take credit for.pic.twitter.com/FQOusAA3Ac"
2/8/2020 2:15,"Who in God's name needs a weapon that can hold one hundred rounds? These weapons of war have no place in our communities. I’ve taken on the @ NRA to ban them once before, and I’ll do it again in the White House.pic.twitter.com/JPFMzM1kcB"
2/6/2020 22:17,Grace - I've said it before and I'll say it again: LGBTQ rights are civil rights. It's an honor to work for you and in service of justice for every American in this country.pic.twitter.com/8eegCp3ffS
2/5/2020 8:38,"Our administration brought the economy back from the brink of depression, saved the auto industry, and made health care available to millions of families. Donald Trump gave billionaires a tax break.https://twitter.com/JDiamond1/status/1224878770223493120 …"
2/4/2020 22:13,". @ ATUcomm has been integral to the labor movement and putting our country on a path towards lifting the middle class. We've got a long campaign ahead of us, and I'm thrilled to have the support of my friend John Costa and the hard-working members of ATU with me.https://twitter.com/ATUComm/status/1223622415500161025 …"
2/4/2020 4:15,"Imagine all the progress we can make in the next four years. With Donald Trump out of the way, we can make affordable health care a right, lead the fight on climate change, and ban assault weapons. It's all possible. And it starts tonight in Iowa.pic.twitter.com/Zf0Z0q6Sp1"
2/2/2020 8:46,"Trump further diminished the U.S. in the eyes of the world by expanding his travel ban. This new “African Ban,” is designed to make it harder for black and brown people to immigrate to the United States. It’s a disgrace, and we cannot let him succeed.https://medium.com/@JoeBiden/statement-from-vice-president-joe-biden-on-donald-trumps-expanded-travel-ban-17ac0ee039b9 …"
2/2/2020 6:35,"America was founded on the ideals of equality, equity, and fairness—we've never fully lived up to them, but we've never stopped trying. During # BlackHistoryMonth and all year-round, let's celebrate the rich history and culture that's always been vital to the fabric of America.pic.twitter.com/FNYM1O6CMm"
2/2/2020 3:31,"We are in the midst of a crisis with the coronavirus. We need to lead the way with science — not Donald Trump’s record of hysteria, xenophobia, and fear-mongering. He is the worst possible person to lead our country through a global health emergency."
2/1/2020 4:10,Donald Trump's Muslim ban is a direct betrayal of America’s most fundamental freedom: religious freedom. And now he's adding more countries to his list of who's not welcome in America. It's not who we are — and we'll prove that when we beat Trump this November and end the ban.pic.twitter.com/qdlU5P7MZQ
1/31/2020 8:29,"Airline catering workers will feed thousands of people traveling to the Super Bowl, but can’t afford to feed their own families. I stand in solidarity with @ unitehere_sofla. @ AmericanAir needs to ensure @ LSGSkyChefs pay their workers living wages.https://twitter.com/UNITEHERE_SoFla/status/1223012358513135629 …"
1/30/2020 22:25,Ending gun violence is on the ballot. We have to take on the powerful gun lobby and pass common-sense measures that will keep our kids safe. I've beaten the @ NRA twice — and I'll do it again as president.pic.twitter.com/lrgFPskUrf
1/30/2020 6:54,"Donald Trump has slammed the door shut in the face of families fleeing persecution and violence. On day one, I will eliminate President Trump’s decision to limit asylum and end the MPP program. # RestoreAsylumNOWhttps://twitter.com/DrBiden/status/1212895669343674369 …"
1/29/2020 22:15,"Climate is on the ballot. If we don’t get Donald Trump out of the White House and take action now to address the climate crisis, our planet may never recover.pic.twitter.com/Xu0IrxdYTQ"
1/29/2020 8:00,Donald Trump’s demonstrated failures of judgment and his repeated rejection of science make him the worst possible person to lead our country through a global health challenge.https://www.usatoday.com/story/opinion/2020/01/27/coronavirus-donald-trump-made-us-less-prepared-joe-biden-column/4581710002/ …
1/29/2020 7:10,"Imagine all the progress we could make in the next four years. We could make health care a right, lead on climate change, and get assault weapons out of our schools. It could all be a reality — but first, we have to beat Donald Trump.pic.twitter.com/O0FZ2Z1nlx"
1/28/2020 8:15,No family in search of a better life should be denied permanent residency because they don't meet Donald Trump's wealth test. The United States of America should be open and welcome to all — not just the wealthy.https://twitter.com/GregStohr/status/1221861932929601536 …
1/28/2020 6:05,Let's be clear: Donald Trump's Muslim ban was never about safety — it was a blatant ploy to fan the flames of bigotry and score points with his political base. I will end it.
1/28/2020 1:49,"Selling off public services to private interests at the expense of workers and their communities should be a non-starter. Congratulations to the members of @ ATUComm, who went on strike for 84 days to fight for their rights — and won.https://twitter.com/ATUComm/status/1217996602130030592 …"
1/28/2020 1:08,Climate change poses an existential threat to our future — and we are running out of time to address it. We have to get Donald Trump out of the White House and rally the world to meet the urgency of this moment.pic.twitter.com/7kNfqn3EGi
1/26/2020 5:36,"The seas are rising. Australia is burning. And in this moment of crisis, our President thinks windmills cause cancer. Solving the climate crisis, starts with beating Donald Trump. And once I do, we'll pass my ambitious climate plan.http://joebiden.com/climate"
1/26/2020 3:47,"Every American deserves access to safe, clean drinking water. We have to hold polluters accountable and rid our water of unsafe levels of these chemicals for good.https://twitter.com/BuzzFeedNews/status/1219973039493976064 …"
1/25/2020 23:50,Let’s be clear: Transgender equality is the civil rights issue of our time. There is no room for compromise when it comes to basic human rights.
1/24/2020 7:43,"Great news out of Utah. No child should be subjected to the vile, immoral practice of conversion therapy. We have to ban it at the federal level and make sure every young person is affirmed and accepted just as they are.https://twitter.com/NPR/status/1220133080805134336 …"
1/24/2020 2:52,It’s not hyperbole to say Donald Trump is a threat to our planet. We have to get him out of the White House and treat the climate emergency like the existential threat that it is. Our future depends on it.
1/23/2020 6:15,An administration that gives trillions in tax cuts to giant corporations and the super-wealthy but cuts food assistance for the most vulnerable in our society is morally bankrupt.
1/21/2020 8:09,"The courage shown today by the lawmakers, staff, and gun safety advocates in Richmond is inspiring. It's long past time the calls for reform are met with concrete action that ends our gun violence epidemic. # IStandWithVirginia today, and every day, until the job is done.https://twitter.com/AMarch4OurLives/status/1219283803589545985 …"
1/20/2020 2:41,"The big banks didn't need an additional $32 billion in savings, and their shareholders certainly didn't need an extra $21.5 billion in payouts. It's time we ensure corporations pay their fair share and that our country rewards work — not wealth.https://twitter.com/sahilkapur/status/1217911301130858503 …"
1/19/2020 22:46,"I stand with the snow plow drivers who work day in and day out to keep our roads safe, often in dangerous conditions. Every worker in this country deserves the dignity that comes with fair wages and benefits. Stay safe out there, @ IBT_320.https://twitter.com/IBT_320/status/1218000904462446592?s=20 …"
1/18/2020 23:31,Weapons of war have no place in our communities. It’s time we take on the @ NRA and ban assault weapons for good.
1/18/2020 0:26,"It is a moral failing when children are ripped from their parents' arms, locked away in overcrowded detention centers, and denied toothbrushes and soap. We have to end Donald Trump's cruel policies and build a fair and humane immigration system."
1/16/2020 8:08,"America has never lived up to our promise of equality for all, but we've never stopped trying. Virginia brought us closer to that highest ideal today by ratifying the long overdue # ERA. Women's rights should be explicitly in our Constitution—not left to the whims of legislators.https://twitter.com/washingtonpost/status/1217514472333549568 …"
1/16/2020 4:35,"This seems like a great reason to rejoin the Paris Agreement, @ realDonaldTrump.https://twitter.com/AP/status/1217506587201474560 …"
1/15/2020 8:46,"Under the Biden administration, labor and environmental groups will be at the table to negotiate trade agreements. Period.pic.twitter.com/gKXwU2SpVu"
1/14/2020 7:42,"From day one, Donald Trump has been determined to roll back every environmental protection he could get his hands on. At a time when the climate crisis is pushing our planet to the brink, we should strengthen protections — not weaken them.https://twitter.com/CNNPolitics/status/1216135465105006598 …"
1/14/2020 3:31,"Transit workers are being attacked every day, often while buses are moving, putting bus drivers and riders in harm's way. That's why I strongly support the Transit Worker and Pedestrian Protection Act to protect our workers from harm while doing their job.https://twitter.com/ATUComm/status/1216719597359042561 …"
1/13/2020 4:30,There’s enormous opportunity once we get rid of Donald Trump. We can: - Address the climate emergency - Build a more inclusive middle class - Build on Obamacare - Ensure our government works for everyone — not just the powerful
1/12/2020 1:06,What kind of nation are we if we simply accept that kids learn active shooter drills with their ABCs? We have to take on the @ NRA and pass common-sense gun safety reforms to protect our children.pic.twitter.com/d76FxbwBuB
1/11/2020 23:15,Members of Teamsters Local 104 are striking against ASARCO for their unfair labor practices—I called into the picket line to support them. Every company should provide its workers with the pay and benefits they've earned—especially one that pulls in over $1 billion in profits.pic.twitter.com/Pm1EYxodmU
1/10/2020 3:31,This election is about the soul of America — and a nation that allows our epidemic of school shootings to continue has a troubled soul. We have to beat the @ NRA and get weapons of war off our streets. Lives depend on it.pic.twitter.com/WtSljHo3ka
1/7/2020 5:48,"Trump wants to ignore climate science when making infrastructure decisions. In the Biden Administration, every dollar spent toward rebuilding our roads, bridges, buildings, the electric grid, and our water infrastructure will be used to reduce and withstand a changing climate.https://twitter.com/nytimes/status/1213226069639217153 …"
1/5/2020 5:11,"The world is burning, yet Donald Trump continues to deny the evidence of climate change before all of our eyes. We have to get him out of the White House and take urgent global action to combat the climate crisis before it’s too late.https://twitter.com/nytimes/status/1213501245555691520 …"
1/3/2020 7:00,We're just one full day into 2020 and there have already been at least three mass shootings across the country. Enough is enough. We have a moral obligation to do everything in our power to end this gun violence epidemic.
1/2/2020 7:37,Every day that Donald Trump remains in the White House puts the future of our planet at risk. We have to beat him this November and take immediate action to address the climate emergency.https://twitter.com/washingtonpost/status/1212174982022881280 …
1/2/2020 0:05,"Every single human being deserves to be treated with dignity. Everyone. The poor and the powerless, the marginalized and vulnerable, the “least of these.” That has been the animating principle of my life and my faith.https://religionnews.com/2019/12/29/faith-to-restore-the-soul-of-our-nation/ …"
1/1/2020 3:32,2019 was a year of record violence — it will be a moral failure if we allow 2020 to be the same. We have to elect leaders with the courage to take on the @ NRA and pass common-sense gun safety reform. We have to end this epidemic.https://twitter.com/latimes/status/1211811208157904896 …
12/28/2019 3:45,"Donald Trump is a threat to the future of our planet. Over the last year, he has rolled back regulations on: - Methane leaks - Auto pollution - Clean water protections - Endangered species protections We have to get him out of the White House.https://www.cnbc.com/2019/12/24/5-major-trump-climate-rollbacks-you-might-have-missed-in-2019.html …"
12/26/2019 23:38,"Donald Trump is cutting food assistance for 700,000 people, but somehow found $1.4 billion for his sham of a border wall. This administration is morally bankrupt.https://twitter.com/realDonaldTrump/status/1208471806815997953 …"
12/24/2019 6:54,"There is no denying the existential threat of climate change — and time is running out to address it. If we give Donald Trump another four years in the White House, our planet may never recover.https://twitter.com/voxdotcom/status/1209139388808081410 …"
12/24/2019 2:34,We can’t let the scourge of gun violence tear our communities apart any longer. We need to take on the @ NRA and pass common-sense reforms to end our gun violence epidemic.https://twitter.com/OmarJimenez/status/1209171836287832064 …
12/21/2019 21:50,"I don’t care whether you’re an undocumented immigrant, an asylum seeker, or born in the US. Forcing people to choose between being reunited with their kids and risking arrest sets a new standard for cruelty. This idea is Stephen Miller’s. The responsibility is Trump's.https://twitter.com/NickMiroff/status/1208169167767179275 …"
12/21/2019 3:58,"When Champ and Major go to the vet, I want them to get the best care, and for their caretakers to be paid a fair wage. @ marspetcareUS are standing in the way of unionization efforts at @ VCAPetHealth and @ bluepearlvet. Vet techs deserve a voice in the workplace."
12/20/2019 8:59,The climate emergency presents an enormous opportunity for our nation to take action. We have to get Donald Trump out of the White House and tackle this crisis. # DemDebatepic.twitter.com/1NpOrW2Eo1
12/20/2019 7:09,"The science is clear: we need action now, and we can't do it alone. As president, I will take unprecedented action at home and abroad to tackle the climate crisis head on. # DemDebatepic.twitter.com/SyVhWMnAaE"
12/19/2019 2:45,We should be dedicating America’s brightest minds to solving the gun violence epidemic. This funding for research on the causes and prevention of gun violence is long overdue. https://www.nbcnews.com/politics/congress/millions-gun-safety-research-approved-congress-first-time-decades-n1102891 …
12/19/2019 0:18,Glad to hear @ UNITEHERE11 and Sodexo reached a tentative agreement that provides workers with the wages and benefits they deserve. I look forward to joining the debate tomorrow to discuss how I'll strengthen our unions and build an inclusive middle class.https://www.cnbc.com/2019/12/17/labor-deal-reached-at-loyola-marymount-ahead-of-2020-democratic-debate-there.html …
12/18/2019 23:13,It's about time that federal workers get paid parental leave. Congratulations to @ BrianSchatz and @ CarolynBMaloney for pushing this bill over the finish line in Congress.https://www.msnbc.com/katy-tur/watch/senate-passes-paid-family-leave-for-federal-workers-75238469503 …
12/17/2019 23:10,There is no time to waste when it comes to addressing the existential threat of climate change. We need a president who is ready on day one to rally the world to meet the urgency of this crisis.pic.twitter.com/vbNKpTgtRK
12/17/2019 6:35,We must take on the @ NRA and get these weapons of war off our streets.pic.twitter.com/qRtP71LPtI
12/17/2019 1:52,"As president, I’ll partner with American farmers to combat climate change and make U.S. agriculture the first in the world to achieve net-zero emissions — all while giving farmers a new source of income in the process. http://JoeBiden.com/Climate pic.twitter.com/Dk3n487Pab"
12/17/2019 0:31,"These kids and their families suffered unimaginable horror and loss. This past weekend—7 years to the day of the Sandy Hook massacre—they won the state championship. They give me hope, and can teach us all a lesson about resilience in the face of tragedy.https://www.washingtonpost.com/sports/2019/12/15/anniversary-sandy-hook-shooting-glorious-touchdown-brightens-newtowns-spirits/ …"
12/16/2019 21:10,It is within our capacity to end the gun violence epidemic. We need a president who will take on the @ NRA and beat them (again).pic.twitter.com/iEiodcxOL4
12/16/2019 2:00,"2019 was Alaska’s warmest year on record, and it’s affecting vulnerable indigenous communities. As president, I promise that I will take bold action against climate change and ensure we achieve a 100% clean energy economy.https://www.washingtonpost.com/graphics/2019/national/climate-environment/climate-change-alaska/ …"
12/16/2019 0:32,"The Trump Administration is recklessly loosening regulations on greenhouse gas emitters. As president, I’ll ensure these corporations are held accountable.https://www.nytimes.com/interactive/2019/12/12/climate/texas-methane-super-emitters.html?action=click&module=Top%20Stories&pgtype=Homepage …"
12/15/2019 1:41,Climate change is a global crisis that requires a global response. Sign this petition if you think the United States should rejoin the Paris Agreement:https://joe.link/2Pj7C1r
12/14/2019 21:31,"Seven years after Newtown, we have to ask ourselves: what kind of nation are we if we simply accept that kids learn active shooter drills with their ABCs? We can defeat the NRA. And we'll use every tool of our democracy to do it.https://medium.com/@JoeBiden/statement-from-vice-president-joe-biden-marking-seven-years-since-the-sandy-hook-shooting-f0948b613b02 …"
12/14/2019 2:57,There is enormous opportunity once we get Donald Trump out of the White House. My administration will tackle the climate emergency head-on and create 10 million jobs to power the clean energy economy of the future. http://JoeBiden.com/Climate pic.twitter.com/bpE37M46CW
12/14/2019 1:02,I won't be crossing a picket line. We’ve got to stand together with @ UniteHere11 for affordable health care and fair wages. A job is about more than just a paycheck. It's about dignity.https://twitter.com/ThisAlexTin/status/1205554284504338432 …
12/13/2019 22:17,"There is no time to waste when it comes to addressing the climate emergency. On day one, I’ll take bold action to unleash the power of renewable energy and put us on course to become a 100% clean energy economy with net-zero emissions by 2050. http://JoeBiden.com/Climate pic.twitter.com/EEYmGGy51M"
12/13/2019 5:15,President Trump continues to deny the scientific evidence in front of his own eyes — and we’re all paying the price. We must get him out of the White House and treat climate change like the existential threat it is.pic.twitter.com/X1jaCtz1c3
12/13/2019 3:41,"We must restore our nation's commitment to humane and effective immigration policies. As president, I'll provide a fair and just system that helps to grow and enhance our economy, and secure our cherished values.https://joebiden.com/immigration/"
12/12/2019 22:02,"Trump’s reckless decision to withdraw from the Paris Agreement has put our ability to confront the climate crisis in jeopardy. It proves he doesn’t have any idea of what we’re up against, despite indisputable evidence. And it again confirms that he's incapable of real leadership."
12/12/2019 22:00,I’ll rejoin the Paris Agreement on day one—and rally the world to push our progress further and faster. It’s time to put an end to Trump’s shameful abdication of leadership. The future of our country and the world our children and grandchildren inherit hangs in the balance.
12/12/2019 20:47,The first and most important part of my climate change plan: beating Donald Trump.pic.twitter.com/juiL35urWH
12/12/2019 7:10,"We must take urgent action to end Donald Trump’s draconian immigration policies. In my first 100 days, we will: - End his inhumane asylum policies - End wasteful efforts to build a wall - Reverse “Muslim bans” - Reverse his “public charge” rule - Protect Dreamers & TPS holders"
12/12/2019 6:15,"Trump has bullied our neighbors in Central America and abandoned U.S. leadership in the region. As president, I'll renew a robust commitment to U.S. leadership and pursue a comprehensive strategy of support for Central America:https://joebiden.com/centralamerica/"
